,lat,lon,amenity,name,brand:wikidata,official_name,addr:housenumber,brand:wikipedia,opening_hours,cuisine,addr:street,takeaway,brand,denomination,religion,operator,website,fuel:octane_91,fuel:octane_89,fuel:diesel,fuel:octane_87,male,phone,addr:postcode,addr:city,parking,access,toilets:wheelchair,wheelchair,name:en,created_by,level,indoor,healthcare,description,healthcare:speciality,backrest,source,fuel:octane_94,covered,self_service,addr:unit,name:zh,facebook,emergency,fax,internet_access,drive_through,surveillance,atm,fee,is_in:city,wikidata,alt_name,public_transport,ferry,shop,shelter_type,outdoor_seating,email,capacity,ref,network,collection_times,unisex,toilets:disposal,building,leisure,material,recycling:glass_bottles,recycling_type,recycling:cans,inscription,historic,memorial,entrance,vending,female,note,sport,fuel:gasoline,fuel:propane,bicycle_parking,alt,colour,seats,post_box:type,smoking,brand:en,brand:zh,image,bus,shelter,notes,tactile_paving,highway,tourism,url,ferry_terminal,type,drinking_water,addr:province,old_name,dispensing,wikipedia:en,layer,service:bicycle:pump,internet_access:fee,quantity,payment:coins,name:fr,category,currency:USD,currency:CAD,currency:MXN,currency:DKK,currency:CHF,currency:EUR,currency:RUB,currency:others,currency:HUF,currency:GBP,currency:JPY,currency:PLN,currency:AUD,currency:THB,short_name,payment:credit_cards,payment:debit_cards,artist_name,lit,delivery,owner,recycling:clothes,recycling:belts,recycling:gas_bottles,man_made,microbrewery,air_conditioning,bar,brewery,noname,recycling:glass,social_facility,recycling:plastic_bottles,recycling:beverage_cartons,automated,internet_access:ssid,diet:vegetarian,diet:vegan,opening_hours:covid19,construction,addr:country,collection_times:signed,reservation,location,visibility,display,wikipedia,support,payment:cash,cargo,contact:facebook,source:name:url,contact:instagram,fixme,diet:paleo,diet:gluten_free,diet:dairy_free,diet:halal,unit,disused:amenity,bin,wlan,waste,recycling:books,recycling:shoes,payment:telephone_cards,payment:notes,food,supervised,park_ride,description:en,operator:type,service_times,specialty,disused:craft,start_date,happy_hours,speciality,name_alt,payment:mastercard,contact:youtube,contact:google_plus,contact:email,contact:yelp,contact:website,contact:twitter,payment:visa,contact:phone,addr:town,name:zh_pinyin,loc_name,social_facility:for,office,opening_hours:signed,after_school,name:ko,building:levels,manometer,valves,diaper,drive_in,bench,barrier,dance:teaching,product,disused,shop:confectionery,amenity:cafe,amenity:recycling,commemorates:wikidata,second_hand,surrey:addrid,surrey:date,healthcare:centre,recycling:paper,amenity:waste_basket,wheelchair:description,socket:chademo,socket:type2_combo,socket:type1,smoothness,surface,name:fi,internet,door_power,door_width,door_opener,door_threshhold,shop:gift,direction,cocktails,city,diet:lactose_free,ele,natural,preschool,fuel,opening_date,ref:isil,changing_table,age_group,opening_hours:url,service:bicycle:tools,recycling:electronics,recycling:cardboard,recycling:paint,haunted,date,maxheight,maxstay,service:bicycle:diy,drink,payment:subscription,addr:housename,amenity:smoking_area,language:en,craft,name:de,payment:bitcoin,yelp,fireplace,recycling:furniture,diet:meat,armrest,kerb,slope,kindergarten,screen,designation,guide,rental,foot,vehicle,artwork_type,name:eu,photo,payment:cheque,contact:linkedin,recycling:small_appliances,parking:fee,name:nl,landuse,Notes,source:image,floor:material,fuel:LH2,name:hu,amenity_2,theatre:type,payment:american_express,payment:discover_card,wifi,ground,source:location,currency:XBT,recycling:hazardous_waste,brand:fr,official_name:en,official_name:fr,shop:computer,shop:photo,shop:electronics,source:name,survey:date,takeaway:covid19,musical_instrument:teaching,toilets,service:bicycle:repair,cuisine:japanese,payment:contactless,name:vi,alt_name:en,alt_name:vi,condition,phone_1,payment:coinkite,healthcare:speciality:acupuncture,healthcare:speciality:naturopathy,healthcare:speciality:chiropractic,car,cuisine:steak_house,cuisine:seafood,amenity:ice_cream,membership,wetap:status,wetap:photo,sanitary_dump_station:round_drain,service,generator:method,power,generator:source,public_bookcase:type,recycling:electrical_items,addr:interpolation,studio,addr:flats,fuel:octane_95,drink:juice,seasonal,source:position,education,club,fast_food,source:url,payment:financing,family,cuisine:sushi,monastery:type,community:gender,postal_code,bench:quantity,payment:credit_card,swing_gate:type,bottle,Note,railings,noexit,recycling:scrap_metal,operator:wikidata,operator:wikipedia,website:fr,name:it,name:es,old_website,int_name,booth,seating,note:fr,fountain,faces,cusine,payment,cold_water,animal_shelter,source:date,phone:CA,recycling:plastic_bags,recycling:low_energy_bulbs,recycling:batteries,recycling:plastic,capacity:disabled,post_office:brand:wikidata,post_office:operator,information,post_office:brand:wikipedia,post_office:brand,industrial,distributor,toilets:handwashing,fuel:lpg,fuel:biogas,fuel:electricity,fuel:biodiesel,theatre:genre,healthcare:counselling,authentication,socket:tesla_supercharger:output,authentication:nfc,diet:organic,outdoor_seating:comfort,source:addr,authentication:none,voltage,townhall:type,recycling:cars,dist
20,49.2773052,-123.0869116,sustenance,Union Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.023055430748
21,49.2769275,-123.0815616,sustenance,La Casa Gelato,,,1033,,Mo-Su 11:00-23:00,,Venables Street,,,,,,,,,,,,1+6042513211,V6A 3R9,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.lacasagelato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.7602294212825
22,49.2769121,-123.0805868,sustenance,Luppolo Tasting Room,,,1123,,Su 12:00-22:00; Mo-Tu 15:00-22:00; We-Th 15:00-23:00; Fr 11:30-00:00; Sa 12:00-00:00,,Venables Street,,,,,,,,,,,,+1-604-255-4997,V6A 2C3,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,no,info@luppolobrewing.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.2923835481847
23,49.2814902,-123.077765,sustenance,Axum Ethiopian Restaurant,,,,,,ethiopian,,,,,,,,,,,,,+1-604-253-2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.99878784033376
24,49.2806434,-123.084749,transportation,Campbell & Hastings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0227,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.93879157705193
25,49.2792153,-123.0874912,transportation,Keefer & Hawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0228,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7997304673804
26,49.2775071,-123.0812952,transportation,Glen & Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0221,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.7749160619243
27,49.2772762,-123.0873497,transportation,Hawks & Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0219,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.43055778048404
28,49.2793656,-123.0909411,transportation,Keefer & Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0229,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.4388132277985
29,49.2814274,-123.0848743,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.32969627690198
30,49.282184,-123.0762227,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.741176824711
31,49.2738594,-123.0938784,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.0897902025658
32,49.2843841,-123.1088901,tourism,Gastown Steam Clock,,,305,,,,Water Street,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,Q477663,,,,,,,,,,,,,,,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street,analog,en:Steam clock#Gastown steam clock,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.1271117202011
33,49.2851447,-123.1140076,tourism,Birks Clock,,,,,,,,,,,,Birks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,,Trorey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street,analog,,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252.682997250603
34,49.2813057,-123.1079703,sustenance,Mirai Sushi,,,117,,Mo-Fr 11:30-00:00; Sa 12:00-00:00,japanese;sushi,West Pender Street,yes,,,,,,,,,,,+1-778-379-2588,V6B 1S5,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,no,miraisushi117@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.481388004417234
35,49.2812723,-123.1077237,sustenance,The Pint,,,455,,Mo-Su 11:00-02:00,,Abbott Street,,,,,,http://www.thepint.ca/vancouver/,,,,,,,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.040413982186394
36,49.2809701,-123.107834,sustenance,Tim Hortons,Q175106,,108,en:Tim Hortons,24/7,coffee_shop,West Pender Street,yes,Tim Hortons,,,,,,,,,,,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56319649634996
37,49.2808958,-123.1078452,sustenance,Tsuki Sushi Bar,,,509,,"Mo-Fr 11:30-14:30,17:00-21:30",sushi,Abbott Street,,,,,,http://www.tsukisushibar.ca,,,,,,+1-604-558-3805,V6B 0J9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17924340100075
38,49.2807869,-123.1078361,sustenance,Taishoken,,,515,,"11:30-16:00,17:00-21:30",ramen,Abbott Street,,,,,,,,,,,,+1-778-737-3805,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65348630609547
39,49.2808034,-123.1074514,sustenance,Goldies,,,508,,,pizza,Abbott Street,,,,,,http://goldiespizza.com,,,,,,,,,,,,,Goldies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69070041493646
40,49.2816397,-123.1075252,sustenance,Tacomio,,,435,,Mo-Su 11:00-21:00,mexican,Abbott Street,yes,,,,,http://www.tacomio.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.46854570960673
41,49.2811724,-123.109819,transportation,,,,,,,,,,,,,Modo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18014903027593
42,49.281273,-123.1098599,transportation,,,,,,,,,,,,,Zipcars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.48169894769742
43,49.2797995,-123.1079267,transportation,Keefer & Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0053,Mobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.79173606521465
